title mz rt ions peptides
52024 qExactive01819.1546.1546.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1546%22 353.901062011719 6.7356458 1 14
52074 qExactive01819.1348.1348.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1348%22 680.875915527344 5.9549511 0 1283
52075 qExactive01819.1348.1348.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1348%22 680.875915527344 5.9549511 1 82
52076 qExactive01819.1348.1348.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1348%22 680.875915527344 5.9549511 2 10
52254 qExactive01819.824.824.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D824%22 372.895568847656 3.8229736 0 516
52560 qExactive01819.233.233.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D233%22 311.944702148438 1.1325807 0 268
52716 qExactive01819.2239.2239.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2239%22 430.888214111328 10.189924 0 926
52717 qExactive01819.2239.2239.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2239%22 430.888214111328 10.189924 1 11
52923 qExactive01819.988.988.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D988%22 444.949890136719 4.5004951 0 237
52924 qExactive01819.988.988.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D988%22 444.949890136719 4.5004951 1 54
52925 qExactive01819.988.988.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D988%22 444.949890136719 4.5004951 2 7
52956 qExactive01819.2635.2635.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2635%22 432.88525390625 12.159948 0 648
53072 qExactive01819.182.182.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D182%22 372.895416259766 0.8909011 0 509
53073 qExactive01819.182.182.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D182%22 372.895416259766 0.8909011 1 6
53086 qExactive01819.1539.1539.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1539%22 431.891510009766 6.7052628 0 931
53087 qExactive01819.1539.1539.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1539%22 431.891510009766 6.7052628 1 1
53230 qExactive01819.583.583.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D583%22 428.891326904297 2.7708655 0 742
53231 qExactive01819.583.583.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D583%22 428.891326904297 2.7708655 1 21
53232 qExactive01819.583.583.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D583%22 428.891326904297 2.7708655 2 1
53500 qExactive01819.1071.1071.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1071%22 386.854461669922 4.8391527 0 382
53501 qExactive01819.1071.1071.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1071%22 386.854461669922 4.8391527 1 48
53502 qExactive01819.1071.1071.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1071%22 386.854461669922 4.8391527 2 2
53525 qExactive01819.3055.3055.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3055%22 338.971710205078 14.433029 0 32
53557 qExactive01819.1401.1401.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1401%22 373.894744873047 6.166259 0 380
53737 qExactive01819.1536.1536.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1536%22 428.891479492188 6.6942573 0 772
53738 qExactive01819.1536.1536.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1536%22 428.891479492188 6.6942573 1 11
53773 qExactive01819.662.662.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D662%22 430.887939453125 3.1342153 0 908
53774 qExactive01819.662.662.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D662%22 430.887939453125 3.1342153 1 11
54146 qExactive01819.2160.2160.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2160%22 432.885314941406 9.7774636 0 688
54196 qExactive01819.2696.2696.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2696%22 430.888214111328 12.527882 0 921
54197 qExactive01819.2696.2696.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2696%22 430.888214111328 12.527882 1 15
54198 qExactive01819.2696.2696.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2696%22 430.888214111328 12.527882 2 1
54527 qExactive01819.58.58.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D58%22 444.950134277344 0.27946965 0 226
54528 qExactive01819.58.58.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D58%22 444.950134277344 0.27946965 1 64
54529 qExactive01819.58.58.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D58%22 444.950134277344 0.27946965 2 13
54530 qExactive01819.58.58.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D58%22 444.950134277344 0.27946965 3 1
54554 qExactive01819.761.761.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D761%22 430.887969970703 3.5588053 0 908
54555 qExactive01819.761.761.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D761%22 430.887969970703 3.5588053 1 11
54695 qExactive01819.1203.1203.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1203%22 354.885345458984 5.375634 0 245
54696 qExactive01819.1203.1203.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1203%22 354.885345458984 5.375634 1 1
54791 qExactive01819.1548.1548.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1548%22 371.911651611328 6.7405786 0 242
54792 qExactive01819.1548.1548.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1548%22 371.911651611328 6.7405786 1 32
54793 qExactive01819.1548.1548.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1548%22 371.911651611328 6.7405786 2 3
54794 qExactive01819.1548.1548.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1548%22 371.911651611328 6.7405786 3 1
54889 qExactive01819.635.635.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D635%22 444.949768066406 3.0122855 0 222
54890 qExactive01819.635.635.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D635%22 444.949768066406 3.0122855 1 60
54891 qExactive01819.635.635.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D635%22 444.949768066406 3.0122855 2 13
55003 qExactive01819.922.922.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D922%22 373.89501953125 4.2318753 0 375
55004 qExactive01819.922.922.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D922%22 373.89501953125 4.2318753 1 1
55076 qExactive01819.2760.2760.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2760%22 428.891326904297 12.945836 0 753
55077 qExactive01819.2760.2760.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2760%22 428.891326904297 12.945836 1 11
55165 qExactive01819.1534.1534.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1534%22 436.867614746094 6.6847018 0 350
55276 qExactive01819.957.957.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D957%22 432.885803222656 4.3779055 0 656
55277 qExactive01819.1075.1075.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1075%22 444.825897216797 4.8564014 1 1
55313 qExactive01819.556.556.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D556%22 434.882202148438 2.638243 0 641
55348 qExactive01819.2433.2433.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2433%22 434.882293701172 11.144644 0 641
55368 qExactive01819.1144.1144.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1144%22 444.949951171875 5.1362244 0 240
55369 qExactive01819.1144.1144.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1144%22 444.949951171875 5.1362244 1 54
55370 qExactive01819.1144.1144.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1144%22 444.949951171875 5.1362244 2 7
55592 qExactive01819.1205.1205.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1205%22 425.943389892578 5.3832813 0 280
55593 qExactive01819.1205.1205.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1205%22 425.943389892578 5.3832813 1 2
55628 qExactive01819.96.96.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D96%22 372.895355224609 0.4738201 0 513
55629 qExactive01819.96.96.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D96%22 372.895355224609 0.4738201 1 2
55655 qExactive01819.1730.1730.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1730%22 492.842224121094 7.496723 0 60
55656 qExactive01819.1730.1730.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1730%22 492.842224121094 7.496723 1 4
55794 qExactive01819.2969.2969.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2969%22 428.891357421875 14.001433 0 771
55795 qExactive01819.2969.2969.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2969%22 428.891357421875 14.001433 1 11
55975 qExactive01819.1603.1603.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1603%22 684.202758789063 6.9581191 0 1
55990 qExactive01819.2762.2762.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2762%22 430.888275146484 12.954027 0 900
55991 qExactive01819.2762.2762.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2762%22 430.888275146484 12.954027 1 14
55992 qExactive01819.2762.2762.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2762%22 430.888275146484 12.954027 2 1
56013 qExactive01819.1671.1671.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1671%22 430.887634277344 7.2357173 0 943
56014 qExactive01819.1671.1671.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1671%22 430.887634277344 7.2357173 1 11
56116 qExactive01819.19.19.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D19%22 432.885498046875 0.079198251 0 655
56201 qExactive01819.1005.1005.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1005%22 434.870727539063 4.5662883 0 378
56488 qExactive01819.1332.1332.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1332%22 435.870300292969 5.8950893 0 387
56527 qExactive01819.1134.1134.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1134%22 366.988494873047 5.0982191 0 23
56528 qExactive01819.1134.1134.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1134%22 366.988494873047 5.0982191 1 5
56930 qExactive01819.587.587.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D587%22 442.970062255859 2.7885349 0 666
56931 qExactive01819.587.587.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D587%22 442.970062255859 2.7885349 1 127
56932 qExactive01819.587.587.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D587%22 442.970062255859 2.7885349 2 12
56933 qExactive01819.587.587.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D587%22 442.970062255859 2.7885349 3 2
57012 qExactive01819.1605.1605.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1605%22 353.901031494141 6.9647289 0 131
57013 qExactive01819.1605.1605.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1605%22 353.901031494141 6.9647289 1 14
57042 qExactive01819.906.906.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D906%22 432.885894775391 4.1674265 0 654
57200 qExactive01819.406.406.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D406%22 442.970245361328 1.9502973 0 669
57201 qExactive01819.406.406.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D406%22 442.970245361328 1.9502973 1 127
57202 qExactive01819.406.406.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D406%22 442.970245361328 1.9502973 2 15
57203 qExactive01819.406.406.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D406%22 442.970245361328 1.9502973 3 2
57236 qExactive01819.1532.1532.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1532%22 432.886871337891 6.6753088 0 705
57265 qExactive01819.1944.1944.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1944%22 432.885223388672 8.647806 0 666
57354 qExactive01819.1019.1019.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1019%22 386.854370117188 4.6290157 0 372
57355 qExactive01819.1019.1019.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1019%22 386.854370117188 4.6290157 1 54
57356 qExactive01819.1019.1019.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1019%22 386.854370117188 4.6290157 2 4
57507 qExactive01819.1405.1405.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1405%22 374.892333984375 6.1832492 0 335
57508 qExactive01819.1405.1405.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1405%22 374.892333984375 6.1832492 1 1
57590 qExactive01819.2633.2633.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2633%22 338.971649169922 12.15142 0 28
57591 qExactive01819.2633.2633.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2633%22 338.971649169922 12.15142 1 4
57983 qExactive01819.49.49.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D49%22 430.887908935547 0.23953287 0 903
57984 qExactive01819.49.49.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D49%22 430.887908935547 0.23953287 1 14
57985 qExactive01819.49.49.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D49%22 430.887908935547 0.23953287 2 1
58210 qExactive01819.1680.1680.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1680%22 435.869903564453 7.2762223 0 390
58325 qExactive01819.1615.1615.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1615%22 372.895690917969 7.0052928 0 516
58652 qExactive01819.890.890.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D890%22 331.950836181641 4.0986132 0 308
58653 qExactive01819.890.890.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D890%22 331.950836181641 4.0986132 1 53
58654 qExactive01819.890.890.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D890%22 331.950836181641 4.0986132 2 1
58657 qExactive01819.382.382.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D382%22 407.932678222656 1.8380877 0 213
58658 qExactive01819.382.382.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D382%22 407.932678222656 1.8380877 1 17
58674 qExactive01819.1085.1085.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1085%22 347.965942382813 4.8977812 0 119
58675 qExactive01819.1085.1085.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1085%22 347.965942382813 4.8977812 1 14
58676 qExactive01819.2220.2220.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2220%22 428.891296386719 10.095977 0 759
58677 qExactive01819.2220.2220.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2220%22 428.891296386719 10.095977 1 29
58738 qExactive01819.1484.1484.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1484%22 311.944854736328 6.4914264 0 255
58739 qExactive01819.1484.1484.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1484%22 311.944854736328 6.4914264 1 16
58883 qExactive01819.1132.1132.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1132%22 436.867614746094 5.0907654 0 350
58914 qExactive01819.1088.1088.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1088%22 442.970153808594 4.9081888 0 730
58915 qExactive01819.1088.1088.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1088%22 442.970153808594 4.9081888 1 71
58916 qExactive01819.1088.1088.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1088%22 442.970153808594 4.9081888 2 5
59041 qExactive01819.1414.1414.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1414%22 432.886108398438 6.217138 0 683
59064 qExactive01819.1815.1815.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1815%22 428.891235351563 7.9993466 0 772
59065 qExactive01819.1815.1815.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1815%22 428.891235351563 7.9993466 1 16
59128 qExactive01819.788.788.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D788%22 354.885345458984 3.6711506 0 245
59129 qExactive01819.788.788.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D788%22 354.885345458984 3.6711506 1 1
59130 qExactive01819.2971.2971.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2971%22 338.971740722656 14.009159 0 30
59131 qExactive01819.2971.2971.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2971%22 338.971740722656 14.009159 1 2
59137 qExactive01819.2021.2021.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2021%22 428.891296386719 9.0333515 0 778
59138 qExactive01819.2021.2021.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2021%22 428.891296386719 9.0333515 1 10
59139 qExactive01819.1018.1018.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1018%22 430.887969970703 4.6229165 0 908
59140 qExactive01819.1018.1018.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1018%22 430.887969970703 4.6229165 1 11
59295 qExactive01819.796.796.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D796%22 353.901214599609 3.7073098 0 126
59296 qExactive01819.796.796.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D796%22 353.901214599609 3.7073098 1 17
59297 qExactive01819.796.796.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D796%22 353.901214599609 3.7073098 2 5
59403 qExactive01819.1215.1215.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1215%22 353.901153564453 5.4271213 0 136
59404 qExactive01819.1215.1215.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1215%22 353.901153564453 5.4271213 1 9
59405 qExactive01819.1215.1215.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1215%22 353.901153564453 5.4271213 2 2
59474 qExactive01819.2177.2177.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2177%22 743.194519042969 9.8723246 0 30
59697 qExactive01819.1407.1407.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1407%22 394.877593994141 6.1926171 0 881
59698 qExactive01819.1407.1407.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1407%22 394.877593994141 6.1926171 1 7
59715 qExactive01819.1667.1667.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1667%22 372.895629882813 7.2190207 0 515
59716 qExactive01819.1667.1667.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1667%22 372.895629882813 7.2190207 1 2
59911 qExactive01819.801.801.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D801%22 434.870727539063 3.7282144 0 378
60140 qExactive01819.1530.1530.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1530%22 391.284149169922 6.6679575 0 5
60239 qExactive01819.1668.1668.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1668%22 508.873107910156 7.2237182 0 41
60378 qExactive01819.883.883.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D883%22 444.949859619141 4.0677513 0 245
60379 qExactive01819.883.883.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D883%22 444.949859619141 4.0677513 1 49
60380 qExactive01819.883.883.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D883%22 444.949859619141 4.0677513 2 4
60678 qExactive01819.540.540.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D540%22 372.895446777344 2.5700194 0 489
60679 qExactive01819.540.540.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D540%22 372.895446777344 2.5700194 1 25
60680 qExactive01819.540.540.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D540%22 372.895446777344 2.5700194 2 1
60751 qExactive01819.2571.2571.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2571%22 430.888397216797 11.844588 0 900
